GroupDir,n_songs,mean_rank_w_mean,mean_rank_w_sd,basic_rt_mean,basic_rt_sd,unmatched_rt_mean,unmatched_rt_sd
new,20,9049.09690362729,3368.254056963377,0.6315087965827638,0.08218696093611547,0.24373632132606943,0.07825278841279089
old,20,10682.13910094027,4916.25443128327,0.5547241774377979,0.1283123688638533,0.30932893095376623,0.14621519239860833
