Term,Filename,Freq,Group,Title,Year,Album,GroupDir,LyricsPath,bccwj_rank
the,old_12_25ko.txt,1,Old,25ｺ目の染色体,2005,RADWIMPS 3,old,lyrics/old/old_12_25ko.txt,NA
the,old_14_yumebanchi.txt,1,Old,夢番地,2006,RADWIMPS 4,old,lyrics/old/old_14_yumebanchi.txt,NA
the,old_19_tummy.txt,16,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,NA
there,old_12_25ko.txt,1,Old,25ｺ目の染色体,2005,RADWIMPS 3,old,lyrics/old/old_12_25ko.txt,NA
time,old_19_tummy.txt,1,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,NA
to,old_12_25ko.txt,1,Old,25ｺ目の染色体,2005,RADWIMPS 3,old,lyrics/old/old_12_25ko.txt,NA
to,old_14_yumebanchi.txt,2,Old,夢番地,2006,RADWIMPS 4,old,lyrics/old/old_14_yumebanchi.txt,NA
to,old_19_tummy.txt,12,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,NA
to,old_12_25ko.txt,1,Old,25ｺ目の染色体,2005,RADWIMPS 3,old,lyrics/old/old_12_25ko.txt,NA
told,old_12_25ko.txt,2,Old,25ｺ目の染色体,2005,RADWIMPS 3,old,lyrics/old/old_12_25ko.txt,NA
touch,old_19_tummy.txt,1,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,NA
tummy,old_19_tummy.txt,6,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,NA
twice,old_19_tummy.txt,1,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,NA
up,old_14_yumebanchi.txt,1,Old,夢番地,2006,RADWIMPS 4,old,lyrics/old/old_14_yumebanchi.txt,NA
very,old_19_tummy.txt,1,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,NA
warmness,old_19_tummy.txt,1,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,NA
well,old_12_25ko.txt,1,Old,25ｺ目の染色体,2005,RADWIMPS 3,old,lyrics/old/old_12_25ko.txt,NA
when,old_19_tummy.txt,3,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,NA
who,old_19_tummy.txt,1,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,NA
will,old_12_25ko.txt,9,Old,25ｺ目の染色体,2005,RADWIMPS 3,old,lyrics/old/old_12_25ko.txt,NA
will,old_19_tummy.txt,1,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,NA
won,old_19_tummy.txt,1,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,NA
world,old_19_tummy.txt,6,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,NA
yet,old_08_oshakashama.txt,1,Old,おしゃかしゃま,2009,アルトコロニー,old,lyrics/old/old_08_oshakashama.txt,NA
you,old_12_25ko.txt,8,Old,25ｺ目の染色体,2005,RADWIMPS 3,old,lyrics/old/old_12_25ko.txt,NA
you,old_14_yumebanchi.txt,1,Old,夢番地,2006,RADWIMPS 4,old,lyrics/old/old_14_yumebanchi.txt,NA
you,old_19_tummy.txt,13,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,NA
you,old_12_25ko.txt,4,Old,25ｺ目の染色体,2005,RADWIMPS 3,old,lyrics/old/old_12_25ko.txt,NA
you,old_19_tummy.txt,2,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,NA
your,old_19_tummy.txt,5,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,NA
ぁどうだっていいんだ,old_08_oshakashama.txt,2,Old,おしゃかしゃま,2009,アルトコロニー,old,lyrics/old/old_08_oshakashama.txt,NA
ぁまぁまぁまあにしないでとんとんとんとんとんとんと,old_13_dada.txt,1,Old,DADA,2011,絶体絶命,old,lyrics/old/old_13_dada.txt,NA
ぁまぁまぁまあにしないでどんどんどんどんどんどんと,old_13_dada.txt,1,Old,DADA,2011,絶体絶命,old,lyrics/old/old_13_dada.txt,NA
あげく,old_13_dada.txt,1,Old,DADA,2011,絶体絶命,old,lyrics/old/old_13_dada.txt,NA
あげる,old_10_saidai.txt,1,Old,最大公約数,2006,RADWIMPS 3,old,lyrics/old/old_10_saidai.txt,NA
あげる,old_13_dada.txt,1,Old,DADA,2011,絶体絶命,old,lyrics/old/old_13_dada.txt,NA
あげる,old_16_gogatsu.txt,1,Old,五月の蝿,2013,×と○と罪と,old,lyrics/old/old_16_gogatsu.txt,NA
あげる,old_06_kaishin.txt,1,Old,会心の一撃,2013,×と○と罪と,old,lyrics/old/old_06_kaishin.txt,NA
あげる,old_11_september.txt,1,Old,セプテンバーさん,2006,RADWIMPS 3,old,lyrics/old/old_11_september.txt,NA
あげる,old_12_25ko.txt,1,Old,25ｺ目の染色体,2005,RADWIMPS 3,old,lyrics/old/old_12_25ko.txt,NA
あげる,old_15_ordermade.txt,3,Old,オーダーメイド,2008,アルトコロニー,old,lyrics/old/old_15_ordermade.txt,NA
あげる,old_16_gogatsu.txt,1,Old,五月の蝿,2013,×と○と罪と,old,lyrics/old/old_16_gogatsu.txt,NA
あげる,old_18_kyoshinsho.txt,2,Old,狭心症,2011,絶体絶命,old,lyrics/old/old_18_kyoshinsho.txt,NA
あげる,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,NA
あそこ,old_12_25ko.txt,1,Old,25ｺ目の染色体,2005,RADWIMPS 3,old,lyrics/old/old_12_25ko.txt,NA
あたり,old_12_25ko.txt,1,Old,25ｺ目の染色体,2005,RADWIMPS 3,old,lyrics/old/old_12_25ko.txt,NA
あちら,old_08_oshakashama.txt,1,Old,おしゃかしゃま,2009,アルトコロニー,old,lyrics/old/old_08_oshakashama.txt,NA
あちら,old_18_kyoshinsho.txt,1,Old,狭心症,2011,絶体絶命,old,lyrics/old/old_18_kyoshinsho.txt,NA
あっち,old_08_oshakashama.txt,1,Old,おしゃかしゃま,2009,アルトコロニー,old,lyrics/old/old_08_oshakashama.txt,NA
あと,old_06_kaishin.txt,1,Old,会心の一撃,2013,×と○と罪と,old,lyrics/old/old_06_kaishin.txt,NA
あと,old_13_dada.txt,1,Old,DADA,2011,絶体絶命,old,lyrics/old/old_13_dada.txt,NA
あと,old_05_darma.txt,1,Old,DARMA GRAND PRIX,2013,×と○と罪と,old,lyrics/old/old_05_darma.txt,NA
あなた,old_03_iindesuka.txt,11,Old,いいんですか?,2006,RADWIMPS 4,old,lyrics/old/old_03_iindesuka.txt,NA
あなた,old_05_darma.txt,2,Old,DARMA GRAND PRIX,2013,×と○と罪と,old,lyrics/old/old_05_darma.txt,NA
あなた,old_12_25ko.txt,3,Old,25ｺ目の染色体,2005,RADWIMPS 3,old,lyrics/old/old_12_25ko.txt,NA
あなた,old_18_kyoshinsho.txt,1,Old,狭心症,2011,絶体絶命,old,lyrics/old/old_18_kyoshinsho.txt,NA
あなた,old_19_tummy.txt,2,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,NA
あむ,old_08_oshakashama.txt,2,Old,おしゃかしゃま,2009,アルトコロニー,old,lyrics/old/old_08_oshakashama.txt,NA
あむ,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,NA
あらあら,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,NA
ある,old_01_yushinron.txt,1,Old,有心論,2006,RADWIMPS 4,old,lyrics/old/old_01_yushinron.txt,NA
ある,old_02_futarigoto.txt,1,Old,ふたりごと,2006,RADWIMPS 4,old,lyrics/old/old_02_futarigoto.txt,NA
ある,old_04_memeshe.txt,1,Old,me me she,2006,RADWIMPS 4,old,lyrics/old/old_04_memeshe.txt,NA
ある,old_05_darma.txt,1,Old,DARMA GRAND PRIX,2013,×と○と罪と,old,lyrics/old/old_05_darma.txt,NA
ある,old_08_oshakashama.txt,3,Old,おしゃかしゃま,2009,アルトコロニー,old,lyrics/old/old_08_oshakashama.txt,NA
ある,old_09_kimitohitsuji.txt,1,Old,君と羊と青,2011,絶体絶命,old,lyrics/old/old_09_kimitohitsuji.txt,NA
ある,old_10_saidai.txt,2,Old,最大公約数,2006,RADWIMPS 3,old,lyrics/old/old_10_saidai.txt,NA
ある,old_11_september.txt,1,Old,セプテンバーさん,2006,RADWIMPS 3,old,lyrics/old/old_11_september.txt,NA
ある,old_12_25ko.txt,1,Old,25ｺ目の染色体,2005,RADWIMPS 3,old,lyrics/old/old_12_25ko.txt,NA
ある,old_13_dada.txt,1,Old,DADA,2011,絶体絶命,old,lyrics/old/old_13_dada.txt,NA
ある,old_14_yumebanchi.txt,4,Old,夢番地,2006,RADWIMPS 4,old,lyrics/old/old_14_yumebanchi.txt,NA
ある,old_15_ordermade.txt,1,Old,オーダーメイド,2008,アルトコロニー,old,lyrics/old/old_15_ordermade.txt,NA
ある,old_16_gogatsu.txt,3,Old,五月の蝿,2013,×と○と罪と,old,lyrics/old/old_16_gogatsu.txt,NA
ある,old_17_keitai.txt,6,Old,携帯電話,2010,絶体絶命,old,lyrics/old/old_17_keitai.txt,NA
ある,old_18_kyoshinsho.txt,1,Old,狭心症,2011,絶体絶命,old,lyrics/old/old_18_kyoshinsho.txt,NA
ある,old_20_jikkyo.txt,2,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,NA
ある,old_06_kaishin.txt,1,Old,会心の一撃,2013,×と○と罪と,old,lyrics/old/old_06_kaishin.txt,NA
あれ,old_11_september.txt,1,Old,セプテンバーさん,2006,RADWIMPS 3,old,lyrics/old/old_11_september.txt,4720
あれ,old_14_yumebanchi.txt,1,Old,夢番地,2006,RADWIMPS 4,old,lyrics/old/old_14_yumebanchi.txt,4720
あんた,old_03_iindesuka.txt,1,Old,いいんですか?,2006,RADWIMPS 4,old,lyrics/old/old_03_iindesuka.txt,NA
あんた,old_05_darma.txt,1,Old,DARMA GRAND PRIX,2013,×と○と罪と,old,lyrics/old/old_05_darma.txt,NA
あんた,old_13_dada.txt,1,Old,DADA,2011,絶体絶命,old,lyrics/old/old_13_dada.txt,NA
い,old_08_oshakashama.txt,1,Old,おしゃかしゃま,2009,アルトコロニー,old,lyrics/old/old_08_oshakashama.txt,1363
いい,old_03_iindesuka.txt,53,Old,いいんですか?,2006,RADWIMPS 4,old,lyrics/old/old_03_iindesuka.txt,49682
いい,old_05_darma.txt,1,Old,DARMA GRAND PRIX,2013,×と○と罪と,old,lyrics/old/old_05_darma.txt,49682
いい,old_07_tremolo.txt,2,Old,トレモロ,2006,RADWIMPS 3,old,lyrics/old/old_07_tremolo.txt,49682
いい,old_08_oshakashama.txt,1,Old,おしゃかしゃま,2009,アルトコロニー,old,lyrics/old/old_08_oshakashama.txt,49682
いい,old_15_ordermade.txt,5,Old,オーダーメイド,2008,アルトコロニー,old,lyrics/old/old_15_ordermade.txt,49682
いい,old_17_keitai.txt,1,Old,携帯電話,2010,絶体絶命,old,lyrics/old/old_17_keitai.txt,49682
いい,old_18_kyoshinsho.txt,1,Old,狭心症,2011,絶体絶命,old,lyrics/old/old_18_kyoshinsho.txt,49682
いい,old_02_futarigoto.txt,1,Old,ふたりごと,2006,RADWIMPS 4,old,lyrics/old/old_02_futarigoto.txt,49682
いい,old_05_darma.txt,1,Old,DARMA GRAND PRIX,2013,×と○と罪と,old,lyrics/old/old_05_darma.txt,49682
いい,old_08_oshakashama.txt,3,Old,おしゃかしゃま,2009,アルトコロニー,old,lyrics/old/old_08_oshakashama.txt,49682
いい,old_10_saidai.txt,2,Old,最大公約数,2006,RADWIMPS 3,old,lyrics/old/old_10_saidai.txt,49682
いい,old_15_ordermade.txt,1,Old,オーダーメイド,2008,アルトコロニー,old,lyrics/old/old_15_ordermade.txt,49682
いい,old_18_kyoshinsho.txt,1,Old,狭心症,2011,絶体絶命,old,lyrics/old/old_18_kyoshinsho.txt,49682
いく,old_05_darma.txt,1,Old,DARMA GRAND PRIX,2013,×と○と罪と,old,lyrics/old/old_05_darma.txt,NA
いく,old_10_saidai.txt,1,Old,最大公約数,2006,RADWIMPS 3,old,lyrics/old/old_10_saidai.txt,NA
いく,old_14_yumebanchi.txt,1,Old,夢番地,2006,RADWIMPS 4,old,lyrics/old/old_14_yumebanchi.txt,NA
いく,old_18_kyoshinsho.txt,1,Old,狭心症,2011,絶体絶命,old,lyrics/old/old_18_kyoshinsho.txt,NA
いく,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,NA
いく,old_06_kaishin.txt,1,Old,会心の一撃,2013,×と○と罪と,old,lyrics/old/old_06_kaishin.txt,NA
いく,old_10_saidai.txt,1,Old,最大公約数,2006,RADWIMPS 3,old,lyrics/old/old_10_saidai.txt,NA
いく,old_18_kyoshinsho.txt,1,Old,狭心症,2011,絶体絶命,old,lyrics/old/old_18_kyoshinsho.txt,NA
いく,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,NA
いくつ,old_17_keitai.txt,1,Old,携帯電話,2010,絶体絶命,old,lyrics/old/old_17_keitai.txt,NA
いける,old_18_kyoshinsho.txt,3,Old,狭心症,2011,絶体絶命,old,lyrics/old/old_18_kyoshinsho.txt,NA
いける,old_19_tummy.txt,1,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,NA
いける,old_08_oshakashama.txt,1,Old,おしゃかしゃま,2009,アルトコロニー,old,lyrics/old/old_08_oshakashama.txt,NA
いける,old_10_saidai.txt,1,Old,最大公約数,2006,RADWIMPS 3,old,lyrics/old/old_10_saidai.txt,NA
いける,old_17_keitai.txt,1,Old,携帯電話,2010,絶体絶命,old,lyrics/old/old_17_keitai.txt,NA
いける,old_18_kyoshinsho.txt,5,Old,狭心症,2011,絶体絶命,old,lyrics/old/old_18_kyoshinsho.txt,NA
いける,old_19_tummy.txt,1,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,NA
いただく,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,NA
いたむ,old_01_yushinron.txt,1,Old,有心論,2006,RADWIMPS 4,old,lyrics/old/old_01_yushinron.txt,152442
いっぱい,old_18_kyoshinsho.txt,6,Old,狭心症,2011,絶体絶命,old,lyrics/old/old_18_kyoshinsho.txt,NA
いつ,old_01_yushinron.txt,1,Old,有心論,2006,RADWIMPS 4,old,lyrics/old/old_01_yushinron.txt,NA
いつ,old_02_futarigoto.txt,1,Old,ふたりごと,2006,RADWIMPS 4,old,lyrics/old/old_02_futarigoto.txt,NA
いつ,old_08_oshakashama.txt,2,Old,おしゃかしゃま,2009,アルトコロニー,old,lyrics/old/old_08_oshakashama.txt,NA
いつか,old_01_yushinron.txt,2,Old,有心論,2006,RADWIMPS 4,old,lyrics/old/old_01_yushinron.txt,NA
いつか,old_02_futarigoto.txt,2,Old,ふたりごと,2006,RADWIMPS 4,old,lyrics/old/old_02_futarigoto.txt,NA
いつか,old_10_saidai.txt,2,Old,最大公約数,2006,RADWIMPS 3,old,lyrics/old/old_10_saidai.txt,NA
いつか,old_12_25ko.txt,1,Old,25ｺ目の染色体,2005,RADWIMPS 3,old,lyrics/old/old_12_25ko.txt,NA
いつか,old_14_yumebanchi.txt,2,Old,夢番地,2006,RADWIMPS 4,old,lyrics/old/old_14_yumebanchi.txt,NA
いつか,old_16_gogatsu.txt,1,Old,五月の蝿,2013,×と○と罪と,old,lyrics/old/old_16_gogatsu.txt,NA
いつか,old_19_tummy.txt,1,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,NA
いぬ,old_13_dada.txt,1,Old,DADA,2011,絶体絶命,old,lyrics/old/old_13_dada.txt,NA
いや,old_12_25ko.txt,1,Old,25ｺ目の染色体,2005,RADWIMPS 3,old,lyrics/old/old_12_25ko.txt,4449
いる,old_01_yushinron.txt,7,Old,有心論,2006,RADWIMPS 4,old,lyrics/old/old_01_yushinron.txt,NA
いる,old_02_futarigoto.txt,1,Old,ふたりごと,2006,RADWIMPS 4,old,lyrics/old/old_02_futarigoto.txt,NA
いる,old_03_iindesuka.txt,2,Old,いいんですか?,2006,RADWIMPS 4,old,lyrics/old/old_03_iindesuka.txt,NA
いる,old_04_memeshe.txt,1,Old,me me she,2006,RADWIMPS 4,old,lyrics/old/old_04_memeshe.txt,NA
いる,old_06_kaishin.txt,4,Old,会心の一撃,2013,×と○と罪と,old,lyrics/old/old_06_kaishin.txt,NA
いる,old_08_oshakashama.txt,3,Old,おしゃかしゃま,2009,アルトコロニー,old,lyrics/old/old_08_oshakashama.txt,NA
いる,old_11_september.txt,3,Old,セプテンバーさん,2006,RADWIMPS 3,old,lyrics/old/old_11_september.txt,NA
いる,old_13_dada.txt,1,Old,DADA,2011,絶体絶命,old,lyrics/old/old_13_dada.txt,NA
いる,old_15_ordermade.txt,1,Old,オーダーメイド,2008,アルトコロニー,old,lyrics/old/old_15_ordermade.txt,NA
いる,old_16_gogatsu.txt,1,Old,五月の蝿,2013,×と○と罪と,old,lyrics/old/old_16_gogatsu.txt,NA
いる,old_17_keitai.txt,7,Old,携帯電話,2010,絶体絶命,old,lyrics/old/old_17_keitai.txt,NA
いる,old_18_kyoshinsho.txt,2,Old,狭心症,2011,絶体絶命,old,lyrics/old/old_18_kyoshinsho.txt,NA
いる,old_19_tummy.txt,2,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,NA
いる,old_20_jikkyo.txt,2,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,NA
いる,old_01_yushinron.txt,4,Old,有心論,2006,RADWIMPS 4,old,lyrics/old/old_01_yushinron.txt,NA
いる,old_03_iindesuka.txt,1,Old,いいんですか?,2006,RADWIMPS 4,old,lyrics/old/old_03_iindesuka.txt,NA
いる,old_04_memeshe.txt,2,Old,me me she,2006,RADWIMPS 4,old,lyrics/old/old_04_memeshe.txt,NA
いる,old_06_kaishin.txt,1,Old,会心の一撃,2013,×と○と罪と,old,lyrics/old/old_06_kaishin.txt,NA
いる,old_07_tremolo.txt,2,Old,トレモロ,2006,RADWIMPS 3,old,lyrics/old/old_07_tremolo.txt,NA
いる,old_09_kimitohitsuji.txt,2,Old,君と羊と青,2011,絶体絶命,old,lyrics/old/old_09_kimitohitsuji.txt,NA
いる,old_11_september.txt,1,Old,セプテンバーさん,2006,RADWIMPS 3,old,lyrics/old/old_11_september.txt,NA
いる,old_12_25ko.txt,1,Old,25ｺ目の染色体,2005,RADWIMPS 3,old,lyrics/old/old_12_25ko.txt,NA
いる,old_14_yumebanchi.txt,11,Old,夢番地,2006,RADWIMPS 4,old,lyrics/old/old_14_yumebanchi.txt,NA
いる,old_15_ordermade.txt,1,Old,オーダーメイド,2008,アルトコロニー,old,lyrics/old/old_15_ordermade.txt,NA
いる,old_16_gogatsu.txt,1,Old,五月の蝿,2013,×と○と罪と,old,lyrics/old/old_16_gogatsu.txt,NA
いる,old_17_keitai.txt,10,Old,携帯電話,2010,絶体絶命,old,lyrics/old/old_17_keitai.txt,NA
いる,old_19_tummy.txt,2,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,NA
うずくまる,old_14_yumebanchi.txt,1,Old,夢番地,2006,RADWIMPS 4,old,lyrics/old/old_14_yumebanchi.txt,NA
うち,old_03_iindesuka.txt,1,Old,いいんですか?,2006,RADWIMPS 4,old,lyrics/old/old_03_iindesuka.txt,37692
うまい,old_07_tremolo.txt,1,Old,トレモロ,2006,RADWIMPS 3,old,lyrics/old/old_07_tremolo.txt,NA
うまい,old_18_kyoshinsho.txt,1,Old,狭心症,2011,絶体絶命,old,lyrics/old/old_18_kyoshinsho.txt,NA
うらめしい,old_13_dada.txt,1,Old,DADA,2011,絶体絶命,old,lyrics/old/old_13_dada.txt,NA
うる,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,121932
えぐい,old_05_darma.txt,1,Old,DARMA GRAND PRIX,2013,×と○と罪と,old,lyrics/old/old_05_darma.txt,53012
える,old_02_futarigoto.txt,1,Old,ふたりごと,2006,RADWIMPS 4,old,lyrics/old/old_02_futarigoto.txt,NA
おいどん,old_03_iindesuka.txt,1,Old,いいんですか?,2006,RADWIMPS 4,old,lyrics/old/old_03_iindesuka.txt,NA
おいら,old_08_oshakashama.txt,1,Old,おしゃかしゃま,2009,アルトコロニー,old,lyrics/old/old_08_oshakashama.txt,NA
おかげ,old_11_september.txt,1,Old,セプテンバーさん,2006,RADWIMPS 3,old,lyrics/old/old_11_september.txt,NA
おかず,old_03_iindesuka.txt,1,Old,いいんですか?,2006,RADWIMPS 4,old,lyrics/old/old_03_iindesuka.txt,NA
おく,old_13_dada.txt,1,Old,DADA,2011,絶体絶命,old,lyrics/old/old_13_dada.txt,NA
おす,old_08_oshakashama.txt,1,Old,おしゃかしゃま,2009,アルトコロニー,old,lyrics/old/old_08_oshakashama.txt,36002
おっぱい,old_15_ordermade.txt,1,Old,オーダーメイド,2008,アルトコロニー,old,lyrics/old/old_15_ordermade.txt,8903
おとぎ話,old_19_tummy.txt,1,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,NA
おとな,old_19_tummy.txt,1,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,NA
おぼつかない,old_19_tummy.txt,1,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,NA
おる,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,NA
お前,old_02_futarigoto.txt,9,Old,ふたりごと,2006,RADWIMPS 4,old,lyrics/old/old_02_futarigoto.txt,NA
お前,old_03_iindesuka.txt,6,Old,いいんですか?,2006,RADWIMPS 4,old,lyrics/old/old_03_iindesuka.txt,NA
お前,old_06_kaishin.txt,2,Old,会心の一撃,2013,×と○と罪と,old,lyrics/old/old_06_kaishin.txt,NA
お守り,old_01_yushinron.txt,1,Old,有心論,2006,RADWIMPS 4,old,lyrics/old/old_01_yushinron.txt,NA
お巡り,old_13_dada.txt,1,Old,DADA,2011,絶体絶命,old,lyrics/old/old_13_dada.txt,NA
お手数,old_15_ordermade.txt,1,Old,オーダーメイド,2008,アルトコロニー,old,lyrics/old/old_15_ordermade.txt,NA
お母さん,old_16_gogatsu.txt,1,Old,五月の蝿,2013,×と○と罪と,old,lyrics/old/old_16_gogatsu.txt,NA
お母さん,old_19_tummy.txt,1,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,NA
お礼,old_13_dada.txt,1,Old,DADA,2011,絶体絶命,old,lyrics/old/old_13_dada.txt,NA
お腹,old_19_tummy.txt,1,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,NA
お迎え,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,NA
お送り,old_20_jikkyo.txt,2,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,NA
お願い,old_12_25ko.txt,3,Old,25ｺ目の染色体,2005,RADWIMPS 3,old,lyrics/old/old_12_25ko.txt,NA
お願い,old_15_ordermade.txt,3,Old,オーダーメイド,2008,アルトコロニー,old,lyrics/old/old_15_ordermade.txt,NA
お願い,old_16_gogatsu.txt,1,Old,五月の蝿,2013,×と○と罪と,old,lyrics/old/old_16_gogatsu.txt,NA
お願い,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,NA
かう,old_08_oshakashama.txt,1,Old,おしゃかしゃま,2009,アルトコロニー,old,lyrics/old/old_08_oshakashama.txt,NA
かかる,old_02_futarigoto.txt,1,Old,ふたりごと,2006,RADWIMPS 4,old,lyrics/old/old_02_futarigoto.txt,NA
かかる,old_19_tummy.txt,1,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,NA
かき消す,old_07_tremolo.txt,1,Old,トレモロ,2006,RADWIMPS 3,old,lyrics/old/old_07_tremolo.txt,NA
かき消す,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,NA
かけ,old_03_iindesuka.txt,1,Old,いいんですか?,2006,RADWIMPS 4,old,lyrics/old/old_03_iindesuka.txt,NA
かける,old_08_oshakashama.txt,1,Old,おしゃかしゃま,2009,アルトコロニー,old,lyrics/old/old_08_oshakashama.txt,NA
かける,old_15_ordermade.txt,1,Old,オーダーメイド,2008,アルトコロニー,old,lyrics/old/old_15_ordermade.txt,NA
かこ,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,NA
からかう,old_20_jikkyo.txt,3,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,7509
かわいい,old_16_gogatsu.txt,1,Old,五月の蝿,2013,×と○と罪と,old,lyrics/old/old_16_gogatsu.txt,NA
かわいそう,old_16_gogatsu.txt,2,Old,五月の蝿,2013,×と○と罪と,old,lyrics/old/old_16_gogatsu.txt,NA
かわり,old_02_futarigoto.txt,1,Old,ふたりごと,2006,RADWIMPS 4,old,lyrics/old/old_02_futarigoto.txt,NA
かわり,old_03_iindesuka.txt,1,Old,いいんですか?,2006,RADWIMPS 4,old,lyrics/old/old_03_iindesuka.txt,NA
かん,old_03_iindesuka.txt,1,Old,いいんですか?,2006,RADWIMPS 4,old,lyrics/old/old_03_iindesuka.txt,22172
がり,old_19_tummy.txt,1,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,16969
がる,old_09_kimitohitsuji.txt,1,Old,君と羊と青,2011,絶体絶命,old,lyrics/old/old_09_kimitohitsuji.txt,1550
きれる,old_14_yumebanchi.txt,1,Old,夢番地,2006,RADWIMPS 4,old,lyrics/old/old_14_yumebanchi.txt,NA
く,old_07_tremolo.txt,1,Old,トレモロ,2006,RADWIMPS 3,old,lyrics/old/old_07_tremolo.txt,NA
く,old_11_september.txt,1,Old,セプテンバーさん,2006,RADWIMPS 3,old,lyrics/old/old_11_september.txt,NA
く,old_12_25ko.txt,1,Old,25ｺ目の染色体,2005,RADWIMPS 3,old,lyrics/old/old_12_25ko.txt,NA
く,old_15_ordermade.txt,1,Old,オーダーメイド,2008,アルトコロニー,old,lyrics/old/old_15_ordermade.txt,NA
く,old_17_keitai.txt,2,Old,携帯電話,2010,絶体絶命,old,lyrics/old/old_17_keitai.txt,NA
く,old_19_tummy.txt,1,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,NA
く,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,NA
くせ,old_08_oshakashama.txt,1,Old,おしゃかしゃま,2009,アルトコロニー,old,lyrics/old/old_08_oshakashama.txt,NA
くださる,old_01_yushinron.txt,2,Old,有心論,2006,RADWIMPS 4,old,lyrics/old/old_01_yushinron.txt,NA
くださる,old_02_futarigoto.txt,1,Old,ふたりごと,2006,RADWIMPS 4,old,lyrics/old/old_02_futarigoto.txt,NA
くださる,old_03_iindesuka.txt,1,Old,いいんですか?,2006,RADWIMPS 4,old,lyrics/old/old_03_iindesuka.txt,NA
くださる,old_04_memeshe.txt,1,Old,me me she,2006,RADWIMPS 4,old,lyrics/old/old_04_memeshe.txt,NA
